text,pred_label,true_label,sentence_id,full_text,fold,category,pred_text,true_text
noon,WEATHER,,s00800,He kneels at morn and noon and eve-- He hath a cushion plump: It is the moss that wholly hides The rotted old oak-stump.,3,spurious,,
eve,WEATHER,,s00800,He kneels at morn and noon and eve-- He hath a cushion plump: It is the moss that wholly hides The rotted old oak-stump.,3,spurious,,
night,WEATHER,,s00765,"I woke, and we were sailing on As in a gentle weather: 'Twas night, calm night, the Moon was high; The dead men stood together.",3,spurious,,
windings,LANDSCAPE,,s00189,"The ascent is precipitous, but the path is cut into continual and short windings, which enable you to surmount the perpendicularity of the mountain.",3,spurious,,
region,LANDSCAPE,,s00043,"The clouds above me to the white Alps tend, And I must pierce them, and survey whate'er May be permitted, as my steps I bend To their most great and growing region, where The earth to her embrace compels the powers of air.",3,spurious,,
Croesus,LANDSCAPE,,s00147,"In Fantasy, Imagination, all 140 The affluence of my soul--which one day was A Croesus in creation--I plunged deep, But, like an ebbing wave, it dashed me back Into the gulf of my unfathomed thought.",3,spurious,,
smoke,WEATHER,,s00538,"The race Of man flies far in dread; his work and dwelling Vanish, like smoke before the tempest’s stream, And their place is not known.",3,spurious,,
s,LANDSCAPE,,s00538,"The race Of man flies far in dread; his work and dwelling Vanish, like smoke before the tempest’s stream, And their place is not known.",3,spurious,,
stream,LANDSCAPE,,s00538,"The race Of man flies far in dread; his work and dwelling Vanish, like smoke before the tempest’s stream, And their place is not known.",3,spurious,,
fire,WEATHER,,s00572,"That orbed maiden with white fire laden, Whom mortals call the Moon, Glides glimmering o’er my fleece-like floor, By the midnight breezes strewn; And wherever the beat of her unseen feet, Which only the angels hear, May have broken the woof of my tent’s thin roof.",3,spurious,,
Glides,LANDSCAPE,,s00572,"That orbed maiden with white fire laden, Whom mortals call the Moon, Glides glimmering o’er my fleece-like floor, By the midnight breezes strewn; And wherever the beat of her unseen feet, Which only the angels hear, May have broken the woof of my tent’s thin roof.",3,spurious,,
floor,LANDSCAPE,,s00572,"That orbed maiden with white fire laden, Whom mortals call the Moon, Glides glimmering o’er my fleece-like floor, By the midnight breezes strewn; And wherever the beat of her unseen feet, Which only the angels hear, May have broken the woof of my tent’s thin roof.",3,spurious,,
angels,WEATHER,,s00572,"That orbed maiden with white fire laden, Whom mortals call the Moon, Glides glimmering o’er my fleece-like floor, By the midnight breezes strewn; And wherever the beat of her unseen feet, Which only the angels hear, May have broken the woof of my tent’s thin roof.",3,spurious,,
roof,WEATHER,,s00572,"That orbed maiden with white fire laden, Whom mortals call the Moon, Glides glimmering o’er my fleece-like floor, By the midnight breezes strewn; And wherever the beat of her unseen feet, Which only the angels hear, May have broken the woof of my tent’s thin roof.",3,spurious,,
desert,LANDSCAPE,,s00257,The desert mountains and dreary glaciers are my refuge.,3,spurious,,
Grave,LANDSCAPE,,s00163,"I have one resource Still in my science--I can call the dead, And ask them what it is we dread to be: The sternest answer can but be the Grave, And that is nothing: if they answer not-- 180 The buried Prophet answered to the Hag Of Endor; and the Spartan Monarch drew From the Byzantine maid's unsleeping spirit An answer and his destiny--he slew That which he loved, unknowing what he slew, And died unpardoned--though he called in aid The Phyxian Jove, and in Phigalia roused The Arcadian Evocators to compel The indignant shadow to depose her wrath, Or fix her term of vengeance--she replied 190",3,spurious,,
Endor,LANDSCAPE,,s00163,"I have one resource Still in my science--I can call the dead, And ask them what it is we dread to be: The sternest answer can but be the Grave, And that is nothing: if they answer not-- 180 The buried Prophet answered to the Hag Of Endor; and the Spartan Monarch drew From the Byzantine maid's unsleeping spirit An answer and his destiny--he slew That which he loved, unknowing what he slew, And died unpardoned--though he called in aid The Phyxian Jove, and in Phigalia roused The Arcadian Evocators to compel The indignant shadow to depose her wrath, Or fix her term of vengeance--she replied 190",3,spurious,,
shadow,WEATHER,,s00163,"I have one resource Still in my science--I can call the dead, And ask them what it is we dread to be: The sternest answer can but be the Grave, And that is nothing: if they answer not-- 180 The buried Prophet answered to the Hag Of Endor; and the Spartan Monarch drew From the Byzantine maid's unsleeping spirit An answer and his destiny--he slew That which he loved, unknowing what he slew, And died unpardoned--though he called in aid The Phyxian Jove, and in Phigalia roused The Arcadian Evocators to compel The indignant shadow to depose her wrath, Or fix her term of vengeance--she replied 190",3,spurious,,
staff,WEATHER,,s00103,"The clouds grow thicker----there--now lean on me-- Place your foot here--here, take this staff, and cling A moment to that shrub--now give me your hand, And hold fast by my girdle--softly--well-- 120",3,spurious,,
light,WEATHER,,s00044,"looking on thee Full flashes on the soul the light of ages, Since the fierce Carthaginian almost won thee, To the last halo of the chiefs and sages Who glorify thy consecrated pages; Thou wert the throne and grave of empires; still, The fount at which the panting mind assuages Her thirst of knowledge, quaffing there her fill, Flows from the eternal source of Rome's imperial hill.",3,spurious,,
breath,WEATHER,,s00545,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",3,spurious,,
Autumn,WEATHER,,s00545,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",3,spurious,,
scent,WEATHER,,s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",3,spurious,,
thieves,FAUNA,,s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",3,spurious,,
vernal,LANDSCAPE,,s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",3,spurious,,
showers,WEATHER,,s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",3,spurious,,
Rain,WEATHER,,s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",3,spurious,,
wine,WEATHER,,s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",3,spurious,,
misty,WEATHER,,s00859,"Therefore let the moon Shine on thee in thy solitary walk; And let the misty mountain winds be free To blow against thee: and in after years, When these wild ecstasies shall be matured Into a sober pleasure, when thy mind Shall be a mansion for all lovely forms, Thy memory be as a dwelling-place For all sweet sounds and harmonies; Oh!",3,spurious,,
blast,,WEATHER,s00620,"With sloping masts and dipping prow, As who pursued with yell and blow Still treads the shadow of his foe And forward bends his head, The ship drove fast, loud roared the blast, And southward aye we fled.",3,missed,,
thaw,,WEATHER,s00169,"Yet in this hour I dread the thing I dare: Until this hour I never shrunk to gaze 200 On spirit, good or evil--now I tremble, And feel a strange cold thaw upon my heart.",3,missed,,
OCEAN,,LANDSCAPE,s00756,What is the OCEAN doing?,3,missed,,
evening,,WEATHER,s00872,"The sun above the mountain’s head, A freshening lustre mellow, Through all the long green fields has spread, His first sweet evening yellow.",3,missed,,
gulf,,LANDSCAPE,s00147,"In Fantasy, Imagination, all 140 The affluence of my soul--which one day was A Croesus in creation--I plunged deep, But, like an ebbing wave, it dashed me back Into the gulf of my unfathomed thought.",3,missed,,
fount,,LANDSCAPE,s00044,"looking on thee Full flashes on the soul the light of ages, Since the fierce Carthaginian almost won thee, To the last halo of the chiefs and sages Who glorify thy consecrated pages; Thou wert the throne and grave of empires; still, The fount at which the panting mind assuages Her thirst of knowledge, quaffing there her fill, Flows from the eternal source of Rome's imperial hill.",3,missed,,
sedge,,FLORA,s00726,"And the coming wind did roar more loud, And the sails did sigh like sedge; And the rain poured down from one black cloud; The Moon was at its edge.",3,missed,,
Sprite,,NATURE,s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",3,missed,,
universe of things,,NATURE,s00522,"The everlasting universe of things Flows through the mind, and rolls its rapid waves, Now dark—now glittering—now reflecting gloom— Now lending splendour, where from secret springs The source of human thought its tribute brings Of waters,—with a sound but half its own, Such as a feeble brook will oft assume In the wild woods, among the mountains lone, Where waterfalls around it leap for ever, Where woods and winds contend, and a vast river Over its rocks ceaselessly bursts and raves.",3,missed,,
cataract,FAUNA,LANDSCAPE,s00851,"The sounding cataract Haunted me like a passion: the tall rock, The mountain, and the deep and gloomy wood, Their colours and their forms, were then to me An appetite: a feeling and a love, That had no need of a remoter charm, By thought supplied, or any interest Unborrowed from the eye.--That time is past, And all its aching joys are now no more, And all its dizzy raptures.",4,label_confusion,,
rainbows,LANDSCAPE,WEATHER,s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",4,label_confusion,,
rivers,LANDSCAPE,WEATHER,s00194,"I looked on the valley beneath; vast mists were rising from the rivers which ran through it and curling in thick wreaths around the opposite mountains, whose summits were hid in the uniform clouds, while rain poured from the dark sky and added to the melancholy impression I received from the objects around me.",4,label_confusion,,
grasshopper,FLORA,FAUNA,s00005,"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",4,label_confusion,,
brakes,FAUNA,FLORA,s00005,"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",4,label_confusion,,
,LANDSCAPE,LANDSCAPE,s00530,or did a sea Of fire envelope once this silent snow?,4,boundary_error,sea,sea Of fire
,WEATHER,LANDSCAPE,s00530,or did a sea Of fire envelope once this silent snow?,4,boundary_error,fire,sea Of fire
,LANDSCAPE,LANDSCAPE,s00322,"I accompanied the whale-fishers on several expeditions to the North Sea; I voluntarily endured cold, famine, thirst, and want of sleep; I often worked harder than the common sailors during the day and devoted my nights to the study of mathematics, the theory of medicine, and those branches of physical science from which a naval adventurer might derive the greatest practical advantage.",4,boundary_error,North,North Sea
,LANDSCAPE,LANDSCAPE,s00322,"I accompanied the whale-fishers on several expeditions to the North Sea; I voluntarily endured cold, famine, thirst, and want of sleep; I often worked harder than the common sailors during the day and devoted my nights to the study of mathematics, the theory of medicine, and those branches of physical science from which a naval adventurer might derive the greatest practical advantage.",4,boundary_error,Sea,North Sea
,WEATHER,NATURE,s00577,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",4,boundary_error,air,Powers of the air
,WEATHER,WEATHER,s00577,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",4,boundary_error,sphere-,sphere-fire
,WEATHER,WEATHER,s00577,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",4,boundary_error,fire,sphere-fire
,FLORA,FLORA,s00841,"Once again I see These hedge-rows, hardly hedge-rows, little lines Of sportive wood run wild; these pastoral farms Green to the very door; and wreathes of smoke Sent up, in silence, from among the trees, With some uncertain notice, as might seem, Of vagrant dwellers in the houseless woods, Or of some hermit’s cave, where by his fire The hermit sits alone.",4,boundary_error,hedge-,hedge-rows
,FLORA,FLORA,s00841,"Once again I see These hedge-rows, hardly hedge-rows, little lines Of sportive wood run wild; these pastoral farms Green to the very door; and wreathes of smoke Sent up, in silence, from among the trees, With some uncertain notice, as might seem, Of vagrant dwellers in the houseless woods, Or of some hermit’s cave, where by his fire The hermit sits alone.",4,boundary_error,rows,hedge-rows
,LANDSCAPE,LANDSCAPE,s00123,"I said with men, and with the thoughts of men, 60 I held but slight communion; but instead, My joy was in the wilderness,--to breathe The difficult air of the iced mountain's top,Where the birds dare not build--nor insect's wing Flit o'er the herbless granite; or to plunge Into the torrent, and to roll along On the swift whirl of the new-breaking wave Of river-stream, or Ocean, in their flow.",4,boundary_error,mountain's,mountain's top
,LANDSCAPE,LANDSCAPE,s00123,"I said with men, and with the thoughts of men, 60 I held but slight communion; but instead, My joy was in the wilderness,--to breathe The difficult air of the iced mountain's top,Where the birds dare not build--nor insect's wing Flit o'er the herbless granite; or to plunge Into the torrent, and to roll along On the swift whirl of the new-breaking wave Of river-stream, or Ocean, in their flow.",4,boundary_error,top,mountain's top
,LANDSCAPE,LANDSCAPE,s00123,"I said with men, and with the thoughts of men, 60 I held but slight communion; but instead, My joy was in the wilderness,--to breathe The difficult air of the iced mountain's top,Where the birds dare not build--nor insect's wing Flit o'er the herbless granite; or to plunge Into the torrent, and to roll along On the swift whirl of the new-breaking wave Of river-stream, or Ocean, in their flow.",4,boundary_error,river-,river-stream
,LANDSCAPE,LANDSCAPE,s00123,"I said with men, and with the thoughts of men, 60 I held but slight communion; but instead, My joy was in the wilderness,--to breathe The difficult air of the iced mountain's top,Where the birds dare not build--nor insect's wing Flit o'er the herbless granite; or to plunge Into the torrent, and to roll along On the swift whirl of the new-breaking wave Of river-stream, or Ocean, in their flow.",4,boundary_error,stream,river-stream
,LANDSCAPE,LANDSCAPE,s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",4,boundary_error,Ravine of,Ravine of Arve
,LANDSCAPE,LANDSCAPE,s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",4,boundary_error,Arve,Ravine of Arve
,WEATHER,WEATHER,s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",4,boundary_error,cloud-,cloud-shadows
,WEATHER,WEATHER,s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",4,boundary_error,shadows,cloud-shadows
,WEATHER,LANDSCAPE,s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",4,boundary_error,ice,ice-gulfs
,LANDSCAPE,LANDSCAPE,s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",4,boundary_error,-,ice-gulfs
,LANDSCAPE,LANDSCAPE,s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",4,boundary_error,gulfs,ice-gulfs
,FLORA,FLORA,s00808,"I never saw aught like to them, Unless perchance it were ""Brown skeletons of leaves that lag My forest-brook along; When the ivy-tod is heavy with snow, And the owlet whoops to the wolf below, That eats the she-wolf's young.""",4,boundary_error,leaves,skeletons of leaves
,FLORA,LANDSCAPE,s00808,"I never saw aught like to them, Unless perchance it were ""Brown skeletons of leaves that lag My forest-brook along; When the ivy-tod is heavy with snow, And the owlet whoops to the wolf below, That eats the she-wolf's young.""",4,boundary_error,forest,forest-brook
,LANDSCAPE,LANDSCAPE,s00808,"I never saw aught like to them, Unless perchance it were ""Brown skeletons of leaves that lag My forest-brook along; When the ivy-tod is heavy with snow, And the owlet whoops to the wolf below, That eats the she-wolf's young.""",4,boundary_error,-,forest-brook
,LANDSCAPE,LANDSCAPE,s00808,"I never saw aught like to them, Unless perchance it were ""Brown skeletons of leaves that lag My forest-brook along; When the ivy-tod is heavy with snow, And the owlet whoops to the wolf below, That eats the she-wolf's young.""",4,boundary_error,brook,forest-brook
,FLORA,FLORA,s00808,"I never saw aught like to them, Unless perchance it were ""Brown skeletons of leaves that lag My forest-brook along; When the ivy-tod is heavy with snow, And the owlet whoops to the wolf below, That eats the she-wolf's young.""",4,boundary_error,ivy-,ivy
,FAUNA,FAUNA,s00808,"I never saw aught like to them, Unless perchance it were ""Brown skeletons of leaves that lag My forest-brook along; When the ivy-tod is heavy with snow, And the owlet whoops to the wolf below, That eats the she-wolf's young.""",4,boundary_error,she-,she-wolf
,FAUNA,FAUNA,s00808,"I never saw aught like to them, Unless perchance it were ""Brown skeletons of leaves that lag My forest-brook along; When the ivy-tod is heavy with snow, And the owlet whoops to the wolf below, That eats the she-wolf's young.""",4,boundary_error,wolf,she-wolf
blood,NATURE,,s00843,"Nor less, I trust, To them I may have owed another gift, Of aspect more sublime; that blessed mood, In which the burthen of the mystery, In which the heavy and the weary weight Of all this unintelligible world Is lighten’d:--that serene and blessed mood, In which the affections gently lead us on, Until, the breath of this corporeal frame, And even the motion of our human blood Almost suspended, we are laid asleep In body, and become a living soul: While with an eye made quiet by the power Of harmony, and the deep power of joy, We see into the life of things.",4,spurious,,
climes,LANDSCAPE,,s00298,"This breeze, which has travelled from the regions towards which I am advancing, gives me a foretaste of those icy climes.",4,spurious,,
nature,NATURE,,s00532,"The wilderness has a mysterious tongue Which teaches awful doubt, or faith so mild, So solemn, so serene, that man may be, But for such faith, with nature reconciled; Thou hast a voice, great Mountain, to repeal Large codes of fraud and woe; not understood By all, but which the wise, and great, and good Interpret, or make felt, or deeply feel.",4,spurious,,
cold,WEATHER,,s00621,"And now there came both mist and snow, And it grew wondrous cold: And ice, mast-high, came floating by, As green as emerald.",4,spurious,,
whale,FAUNA,,s00334,"I shall depart for the latter town in a fortnight or three weeks; and my intention is to hire a ship there, which can easily be done by paying the insurance for the owner, and to engage as many sailors as I think necessary among those who are accustomed to the whale-fishing.",4,spurious,,
blood,WEATHER,,s00332,"The cold is not excessive, if you are wrapped in furs—a dress which I have already adopted, for there is a great difference between walking the deck and remaining seated motionless for hours, when no exercise prevents the blood from actually freezing in your veins.",4,spurious,,
peak,LANDSCAPE,,s00014,"Far along, From peak to peak, the rattling crags among, Leaps the live thunder!",4,spurious,,
nature,NATURE,,s00853,"For I have learned To look on nature, not as in the hour Of thoughtless youth, but hearing oftentimes The still, sad music of humanity, Not harsh nor grating, though of ample power To chasten and subdue.",4,spurious,,
harbour-,LANDSCAPE,,s00780,"The harbour-bay was clear as glass, So smoothly it was strewn!",4,spurious,,
bay,LANDSCAPE,,s00780,"The harbour-bay was clear as glass, So smoothly it was strewn!",4,spurious,,
mountaineers,LANDSCAPE,,s00083,"Who seems not of my trade, and yet hath reached 60 A height which none even of our mountaineers, Save our best hunters, may attain: his garb Is goodly, his mien manly, and his air Proud as a free-born peasant's, at this distance: I will approach him nearer.",4,spurious,,
hunters,FAUNA,,s00083,"Who seems not of my trade, and yet hath reached 60 A height which none even of our mountaineers, Save our best hunters, may attain: his garb Is goodly, his mien manly, and his air Proud as a free-born peasant's, at this distance: I will approach him nearer.",4,spurious,,
whale,FAUNA,,s00322,"I accompanied the whale-fishers on several expeditions to the North Sea; I voluntarily endured cold, famine, thirst, and want of sleep; I often worked harder than the common sailors during the day and devoted my nights to the study of mathematics, the theory of medicine, and those branches of physical science from which a naval adventurer might derive the greatest practical advantage.",4,spurious,,
-fishers,LANDSCAPE,,s00322,"I accompanied the whale-fishers on several expeditions to the North Sea; I voluntarily endured cold, famine, thirst, and want of sleep; I often worked harder than the common sailors during the day and devoted my nights to the study of mathematics, the theory of medicine, and those branches of physical science from which a naval adventurer might derive the greatest practical advantage.",4,spurious,,
wind,WEATHER,,s00574,"When I widen the rent in my wind-built tent, Till the calm rivers, lakes, and seas, Like strips of the sky fallen through me on high, Are each paved with the moon and these.",4,spurious,,
knoll,LANDSCAPE,,s00023,"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",4,spurious,,
hedge-,FLORA,,s00841,"Once again I see These hedge-rows, hardly hedge-rows, little lines Of sportive wood run wild; these pastoral farms Green to the very door; and wreathes of smoke Sent up, in silence, from among the trees, With some uncertain notice, as might seem, Of vagrant dwellers in the houseless woods, Or of some hermit’s cave, where by his fire The hermit sits alone.",4,spurious,,
rows,FLORA,,s00841,"Once again I see These hedge-rows, hardly hedge-rows, little lines Of sportive wood run wild; these pastoral farms Green to the very door; and wreathes of smoke Sent up, in silence, from among the trees, With some uncertain notice, as might seem, Of vagrant dwellers in the houseless woods, Or of some hermit’s cave, where by his fire The hermit sits alone.",4,spurious,,
