sentence_id,sentence_text,target_span,entity_type,source,dep,dep_gloss,governing_verb
s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",pines,FLORA,gold,pobj,Object of Preposition,of
s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",winds,WEATHER,gold,nsubj,Active Subject (doing the action),come
s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",rainbows,WEATHER,gold,nsubj,Active Subject (doing the action),lie
s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",waterfall,LANDSCAPE,gold,pobj,Object of Preposition,of
s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",desert,LANDSCAPE,gold,pobj,Object of Preposition,of
s00523,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",caverns,LANDSCAPE,gold,nsubj,Active Subject (doing the action),echo
s00002,"thy contrasted lake, With the wild world I dwelt in, is a thing Which warns me, with its stillness, to forsake Earth's troubled waters for a purer spring.",lake,LANDSCAPE,gold,nsubj,Active Subject (doing the action),be
s00002,"thy contrasted lake, With the wild world I dwelt in, is a thing Which warns me, with its stillness, to forsake Earth's troubled waters for a purer spring.",waters,LANDSCAPE,gold,dobj,Direct Object (action done to it),forsake
s00002,"thy contrasted lake, With the wild world I dwelt in, is a thing Which warns me, with its stillness, to forsake Earth's troubled waters for a purer spring.",spring,WEATHER,gold,pobj,Object of Preposition,for
s00002,"thy contrasted lake, With the wild world I dwelt in, is a thing Which warns me, with its stillness, to forsake Earth's troubled waters for a purer spring.",Earth,LANDSCAPE,gold,poss,Other (poss),water
s00022,"Now, where the quick Rhone thus hath cleft his way, The mightiest of the storms hath ta'en his stand; For here, not one, but many, make their play, And fling their thunderbolts from hand to hand, Flashing and cast around: of all the band, The brightest through these parted hills hath forked His lightnings, as if he did understand That in such gaps as desolation worked, There the hot shaft should blast whatever therein lurked.",Rhone,LANDSCAPE,gold,nsubj,Active Subject (doing the action),cleave
s00022,"Now, where the quick Rhone thus hath cleft his way, The mightiest of the storms hath ta'en his stand; For here, not one, but many, make their play, And fling their thunderbolts from hand to hand, Flashing and cast around: of all the band, The brightest through these parted hills hath forked His lightnings, as if he did understand That in such gaps as desolation worked, There the hot shaft should blast whatever therein lurked.",storms,WEATHER,gold,pobj,Object of Preposition,of
s00022,"Now, where the quick Rhone thus hath cleft his way, The mightiest of the storms hath ta'en his stand; For here, not one, but many, make their play, And fling their thunderbolts from hand to hand, Flashing and cast around: of all the band, The brightest through these parted hills hath forked His lightnings, as if he did understand That in such gaps as desolation worked, There the hot shaft should blast whatever therein lurked.",thunderbolts,WEATHER,gold,dobj,Direct Object (action done to it),fling
s00022,"Now, where the quick Rhone thus hath cleft his way, The mightiest of the storms hath ta'en his stand; For here, not one, but many, make their play, And fling their thunderbolts from hand to hand, Flashing and cast around: of all the band, The brightest through these parted hills hath forked His lightnings, as if he did understand That in such gaps as desolation worked, There the hot shaft should blast whatever therein lurked.",hills,LANDSCAPE,gold,pobj,Object of Preposition,through
s00022,"Now, where the quick Rhone thus hath cleft his way, The mightiest of the storms hath ta'en his stand; For here, not one, but many, make their play, And fling their thunderbolts from hand to hand, Flashing and cast around: of all the band, The brightest through these parted hills hath forked His lightnings, as if he did understand That in such gaps as desolation worked, There the hot shaft should blast whatever therein lurked.",lightnings,WEATHER,gold,dobj,Direct Object (action done to it),fork
s00633,"The Sun now rose upon the right: Out of the sea came he, Still hid in mist, and on the left Went down into the sea.",Sun,WEATHER,gold,nsubj,Active Subject (doing the action),rise
s00633,"The Sun now rose upon the right: Out of the sea came he, Still hid in mist, and on the left Went down into the sea.",sea,LANDSCAPE,gold,pobj,Object of Preposition,of
s00633,"The Sun now rose upon the right: Out of the sea came he, Still hid in mist, and on the left Went down into the sea.",mist,WEATHER,gold,pobj,Object of Preposition,in
s00633,"The Sun now rose upon the right: Out of the sea came he, Still hid in mist, and on the left Went down into the sea.",sea,LANDSCAPE,gold,pobj,Object of Preposition,into
s00033,"A populous solitude of bees and birds, And fairy-formed and many coloured things, Who worship him with notes more sweet than words, And innocently open their glad wings, Fearless and full of life: the gush of springs, And fall of lofty fountains, and the bend Of stirring branches, and the bud which brings The swiftest thought of beauty, here extend, Mingling, and made by Love, unto one mighty end.",bees,FAUNA,gold,pobj,Object of Preposition,of
s00033,"A populous solitude of bees and birds, And fairy-formed and many coloured things, Who worship him with notes more sweet than words, And innocently open their glad wings, Fearless and full of life: the gush of springs, And fall of lofty fountains, and the bend Of stirring branches, and the bud which brings The swiftest thought of beauty, here extend, Mingling, and made by Love, unto one mighty end.",bud,FLORA,gold,conj,Conjoined Element (shares role with another entity),bend
s00033,"A populous solitude of bees and birds, And fairy-formed and many coloured things, Who worship him with notes more sweet than words, And innocently open their glad wings, Fearless and full of life: the gush of springs, And fall of lofty fountains, and the bend Of stirring branches, and the bud which brings The swiftest thought of beauty, here extend, Mingling, and made by Love, unto one mighty end.",birds,FAUNA,gold,conj,Conjoined Element (shares role with another entity),bee
s00033,"A populous solitude of bees and birds, And fairy-formed and many coloured things, Who worship him with notes more sweet than words, And innocently open their glad wings, Fearless and full of life: the gush of springs, And fall of lofty fountains, and the bend Of stirring branches, and the bud which brings The swiftest thought of beauty, here extend, Mingling, and made by Love, unto one mighty end.",springs,LANDSCAPE,gold,pobj,Object of Preposition,of
s00033,"A populous solitude of bees and birds, And fairy-formed and many coloured things, Who worship him with notes more sweet than words, And innocently open their glad wings, Fearless and full of life: the gush of springs, And fall of lofty fountains, and the bend Of stirring branches, and the bud which brings The swiftest thought of beauty, here extend, Mingling, and made by Love, unto one mighty end.",fountains,LANDSCAPE,gold,pobj,Object of Preposition,of
s00033,"A populous solitude of bees and birds, And fairy-formed and many coloured things, Who worship him with notes more sweet than words, And innocently open their glad wings, Fearless and full of life: the gush of springs, And fall of lofty fountains, and the bend Of stirring branches, and the bud which brings The swiftest thought of beauty, here extend, Mingling, and made by Love, unto one mighty end.",branches,FLORA,gold,pobj,Object of Preposition,of
s00194,"I looked on the valley beneath; vast mists were rising from the rivers which ran through it and curling in thick wreaths around the opposite mountains, whose summits were hid in the uniform clouds, while rain poured from the dark sky and added to the melancholy impression I received from the objects around me.",valley,LANDSCAPE,gold,pobj,Object of Preposition,on
s00194,"I looked on the valley beneath; vast mists were rising from the rivers which ran through it and curling in thick wreaths around the opposite mountains, whose summits were hid in the uniform clouds, while rain poured from the dark sky and added to the melancholy impression I received from the objects around me.",mists,WEATHER,gold,nsubj,Active Subject (doing the action),rise
s00194,"I looked on the valley beneath; vast mists were rising from the rivers which ran through it and curling in thick wreaths around the opposite mountains, whose summits were hid in the uniform clouds, while rain poured from the dark sky and added to the melancholy impression I received from the objects around me.",rivers,WEATHER,gold,pobj,Object of Preposition,from
s00194,"I looked on the valley beneath; vast mists were rising from the rivers which ran through it and curling in thick wreaths around the opposite mountains, whose summits were hid in the uniform clouds, while rain poured from the dark sky and added to the melancholy impression I received from the objects around me.",mountains,LANDSCAPE,gold,pobj,Object of Preposition,around
s00194,"I looked on the valley beneath; vast mists were rising from the rivers which ran through it and curling in thick wreaths around the opposite mountains, whose summits were hid in the uniform clouds, while rain poured from the dark sky and added to the melancholy impression I received from the objects around me.",summits,LANDSCAPE,gold,nsubjpass,Passive Subject (action done to it),hide
s00194,"I looked on the valley beneath; vast mists were rising from the rivers which ran through it and curling in thick wreaths around the opposite mountains, whose summits were hid in the uniform clouds, while rain poured from the dark sky and added to the melancholy impression I received from the objects around me.",clouds,WEATHER,gold,pobj,Object of Preposition,in
s00194,"I looked on the valley beneath; vast mists were rising from the rivers which ran through it and curling in thick wreaths around the opposite mountains, whose summits were hid in the uniform clouds, while rain poured from the dark sky and added to the melancholy impression I received from the objects around me.",sky,WEATHER,gold,pobj,Object of Preposition,from
s00194,"I looked on the valley beneath; vast mists were rising from the rivers which ran through it and curling in thick wreaths around the opposite mountains, whose summits were hid in the uniform clouds, while rain poured from the dark sky and added to the melancholy impression I received from the objects around me.",rain,WEATHER,gold,nsubj,Active Subject (doing the action),pour
s00641,"All in a hot and copper sky, The bloody Sun, at noon, Right up above the mast did stand, No bigger than the Moon.",sky,WEATHER,gold,pobj,Object of Preposition,in
s00641,"All in a hot and copper sky, The bloody Sun, at noon, Right up above the mast did stand, No bigger than the Moon.",Sun,WEATHER,gold,dep,Other (dep),stand
s00641,"All in a hot and copper sky, The bloody Sun, at noon, Right up above the mast did stand, No bigger than the Moon.",Moon,WEATHER,gold,pobj,Object of Preposition,than
s00302,"There—for with your leave, my sister, I will put some trust in preceding navigators—there snow and frost are banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe.",snow,WEATHER,gold,nsubjpass,Passive Subject (action done to it),banish
s00302,"There—for with your leave, my sister, I will put some trust in preceding navigators—there snow and frost are banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe.",frost,WEATHER,gold,conj,Conjoined Element (shares role with another entity),snow
s00302,"There—for with your leave, my sister, I will put some trust in preceding navigators—there snow and frost are banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe.",sea,LANDSCAPE,gold,pobj,Object of Preposition,over
s00643,"Water, water, every where, And all the boards did shrink; Water, water, every where, Nor any drop to drink.",water,LANDSCAPE,gold,appos,Appositive,water
s00643,"Water, water, every where, And all the boards did shrink; Water, water, every where, Nor any drop to drink.",water,LANDSCAPE,gold,appos,Appositive,water
s00192,"The path, as you ascend higher, is intersected by ravines of snow, down which stones continually roll from above; one of them is particularly dangerous, as the slightest sound, such as even speaking in a loud voice, produces a concussion of air sufficient to draw destruction upon the head of the speaker.",stones,LANDSCAPE,gold,nsubj,Active Subject (doing the action),roll
s00192,"The path, as you ascend higher, is intersected by ravines of snow, down which stones continually roll from above; one of them is particularly dangerous, as the slightest sound, such as even speaking in a loud voice, produces a concussion of air sufficient to draw destruction upon the head of the speaker.",ravines,LANDSCAPE,gold,pobj,Object of Preposition,by
s00192,"The path, as you ascend higher, is intersected by ravines of snow, down which stones continually roll from above; one of them is particularly dangerous, as the slightest sound, such as even speaking in a loud voice, produces a concussion of air sufficient to draw destruction upon the head of the speaker.",snow,WEATHER,gold,pobj,Object of Preposition,of
s00192,"The path, as you ascend higher, is intersected by ravines of snow, down which stones continually roll from above; one of them is particularly dangerous, as the slightest sound, such as even speaking in a loud voice, produces a concussion of air sufficient to draw destruction upon the head of the speaker.",air,WEATHER,gold,pobj,Object of Preposition,of
s00568,"Over the lakes and the plains, Wherever he dream, under mountain or stream, The Spirit he loves remains; And I all the while bask in Heaven’s blue smile, Whilst he is dissolving in rains.",lakes,LANDSCAPE,gold,pobj,Object of Preposition,over
s00568,"Over the lakes and the plains, Wherever he dream, under mountain or stream, The Spirit he loves remains; And I all the while bask in Heaven’s blue smile, Whilst he is dissolving in rains.",plains,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),lake
s00568,"Over the lakes and the plains, Wherever he dream, under mountain or stream, The Spirit he loves remains; And I all the while bask in Heaven’s blue smile, Whilst he is dissolving in rains.",mountain,LANDSCAPE,gold,pobj,Object of Preposition,under
s00568,"Over the lakes and the plains, Wherever he dream, under mountain or stream, The Spirit he loves remains; And I all the while bask in Heaven’s blue smile, Whilst he is dissolving in rains.",stream,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),mountain
s00568,"Over the lakes and the plains, Wherever he dream, under mountain or stream, The Spirit he loves remains; And I all the while bask in Heaven’s blue smile, Whilst he is dissolving in rains.",Spirit,NATURE,gold,nsubj,Active Subject (doing the action),remain
s00568,"Over the lakes and the plains, Wherever he dream, under mountain or stream, The Spirit he loves remains; And I all the while bask in Heaven’s blue smile, Whilst he is dissolving in rains.",Heaven,WEATHER,gold,poss,Other (poss),smile
s00568,"Over the lakes and the plains, Wherever he dream, under mountain or stream, The Spirit he loves remains; And I all the while bask in Heaven’s blue smile, Whilst he is dissolving in rains.",rains,WEATHER,gold,pobj,Object of Preposition,in
s00548,"Thou who didst waken from his summer dreams The blue Mediterranean, where he lay, Lulled by the coil of his crystalline streams, Beside a pumice isle in Baiae’s bay, And saw in sleep old palaces and towers Quivering within the wave’s intenser day, All overgrown with azure moss and flowers So sweet, the sense faints picturing them!",Mediterranean,LANDSCAPE,gold,nsubj,Active Subject (doing the action),lull
s00548,"Thou who didst waken from his summer dreams The blue Mediterranean, where he lay, Lulled by the coil of his crystalline streams, Beside a pumice isle in Baiae’s bay, And saw in sleep old palaces and towers Quivering within the wave’s intenser day, All overgrown with azure moss and flowers So sweet, the sense faints picturing them!",streams,LANDSCAPE,gold,pobj,Object of Preposition,of
s00548,"Thou who didst waken from his summer dreams The blue Mediterranean, where he lay, Lulled by the coil of his crystalline streams, Beside a pumice isle in Baiae’s bay, And saw in sleep old palaces and towers Quivering within the wave’s intenser day, All overgrown with azure moss and flowers So sweet, the sense faints picturing them!",isle,LANDSCAPE,gold,pobj,Object of Preposition,beside
s00548,"Thou who didst waken from his summer dreams The blue Mediterranean, where he lay, Lulled by the coil of his crystalline streams, Beside a pumice isle in Baiae’s bay, And saw in sleep old palaces and towers Quivering within the wave’s intenser day, All overgrown with azure moss and flowers So sweet, the sense faints picturing them!",Baiae’s bay,LANDSCAPE,gold,pobj,Object of Preposition,in
s00548,"Thou who didst waken from his summer dreams The blue Mediterranean, where he lay, Lulled by the coil of his crystalline streams, Beside a pumice isle in Baiae’s bay, And saw in sleep old palaces and towers Quivering within the wave’s intenser day, All overgrown with azure moss and flowers So sweet, the sense faints picturing them!",wave,LANDSCAPE,gold,poss,Other (poss),day
s00548,"Thou who didst waken from his summer dreams The blue Mediterranean, where he lay, Lulled by the coil of his crystalline streams, Beside a pumice isle in Baiae’s bay, And saw in sleep old palaces and towers Quivering within the wave’s intenser day, All overgrown with azure moss and flowers So sweet, the sense faints picturing them!",moss,FLORA,gold,pobj,Object of Preposition,with
s00548,"Thou who didst waken from his summer dreams The blue Mediterranean, where he lay, Lulled by the coil of his crystalline streams, Beside a pumice isle in Baiae’s bay, And saw in sleep old palaces and towers Quivering within the wave’s intenser day, All overgrown with azure moss and flowers So sweet, the sense faints picturing them!",flowers,FLORA,gold,conj,Conjoined Element (shares role with another entity),moss
s00634,"And the good south wind still blew behind But no sweet bird did follow, Nor any day for food or play Came to the mariners' hollo!",wind,WEATHER,gold,nsubj,Active Subject (doing the action),blow
s00634,"And the good south wind still blew behind But no sweet bird did follow, Nor any day for food or play Came to the mariners' hollo!",bird,FAUNA,gold,nsubj,Active Subject (doing the action),follow
s00563,"I bring fresh showers for the thirsting flowers, From the seas and the streams; I bear light shade for the leaves when laid In their noonday dreams.",flowers,FLORA,gold,pobj,Object of Preposition,for
s00563,"I bring fresh showers for the thirsting flowers, From the seas and the streams; I bear light shade for the leaves when laid In their noonday dreams.",seas,LANDSCAPE,gold,pobj,Object of Preposition,from
s00563,"I bring fresh showers for the thirsting flowers, From the seas and the streams; I bear light shade for the leaves when laid In their noonday dreams.",streams,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),sea
s00563,"I bring fresh showers for the thirsting flowers, From the seas and the streams; I bear light shade for the leaves when laid In their noonday dreams.",leaves,FLORA,gold,pobj,Object of Preposition,for
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",fields,LANDSCAPE,gold,nsubj,Active Subject (doing the action),revolve
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",lakes,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),field
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",forests,FLORA,gold,conj,Conjoined Element (shares role with another entity),lake
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",streams,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),forest
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",Ocean,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),stream
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",earth,LANDSCAPE,gold,pobj,Object of Preposition,within
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",lightning,WEATHER,gold,appos,Appositive,field
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",rain,WEATHER,gold,conj,Conjoined Element (shares role with another entity),lightning
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",Earthquake,WEATHER,gold,conj,Conjoined Element (shares role with another entity),lightning
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",flood,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),Earthquake
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",hurricane,WEATHER,gold,conj,Conjoined Element (shares role with another entity),flood
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",buds,FAUNA,gold,dobj,Direct Object (action done to it),visit
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",leaf,FLORA,gold,dobj,Direct Object (action done to it),hold
s00533,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",flower,FLORA,gold,conj,Conjoined Element (shares role with another entity),leaf
s00106,"It is not noon--the Sunbow's rays still arch The torrent with the many hues of heaven, And roll the sheeted silver's waving column O'er the crag's headlong perpendicular, And fling its lines of foaming light along, And to and fro, like the pale courser's tail, The Giant steed, to be bestrode by Death, As told in the Apocalypse.",Sunbow's rays,WEATHER,gold,nsubj,Active Subject (doing the action),arch
s00106,"It is not noon--the Sunbow's rays still arch The torrent with the many hues of heaven, And roll the sheeted silver's waving column O'er the crag's headlong perpendicular, And fling its lines of foaming light along, And to and fro, like the pale courser's tail, The Giant steed, to be bestrode by Death, As told in the Apocalypse.",torrent,LANDSCAPE,gold,dobj,Direct Object (action done to it),arch
s00106,"It is not noon--the Sunbow's rays still arch The torrent with the many hues of heaven, And roll the sheeted silver's waving column O'er the crag's headlong perpendicular, And fling its lines of foaming light along, And to and fro, like the pale courser's tail, The Giant steed, to be bestrode by Death, As told in the Apocalypse.",heaven,WEATHER,gold,pobj,Object of Preposition,of
s00106,"It is not noon--the Sunbow's rays still arch The torrent with the many hues of heaven, And roll the sheeted silver's waving column O'er the crag's headlong perpendicular, And fling its lines of foaming light along, And to and fro, like the pale courser's tail, The Giant steed, to be bestrode by Death, As told in the Apocalypse.",crag,LANDSCAPE,gold,poss,Other (poss),headlong
s00106,"It is not noon--the Sunbow's rays still arch The torrent with the many hues of heaven, And roll the sheeted silver's waving column O'er the crag's headlong perpendicular, And fling its lines of foaming light along, And to and fro, like the pale courser's tail, The Giant steed, to be bestrode by Death, As told in the Apocalypse.",light,WEATHER,gold,pobj,Object of Preposition,of
s00106,"It is not noon--the Sunbow's rays still arch The torrent with the many hues of heaven, And roll the sheeted silver's waving column O'er the crag's headlong perpendicular, And fling its lines of foaming light along, And to and fro, like the pale courser's tail, The Giant steed, to be bestrode by Death, As told in the Apocalypse.",courser,FAUNA,gold,poss,Other (poss),tail
s00586,"All the earth and air With thy voice is loud, As, when night is bare, From one lonely cloud The moon rains out her beams, and Heaven is overflowed.",earth,LANDSCAPE,gold,nsubj,Active Subject (doing the action),be
