sentence_id,author,work,sentence_text,band,n_candidates,candidate_words,target_span,start_char,end_char,entity_type,is_figurative,lemma,notes
s00093,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",band_3plus,8,channel; cloud; fountain; mount; mountain; river; valley; water,Mountains,0,9,LANDSCAPE,False,mountain,
s00093,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",,,,clouds,44,50,WEATHER,False,cloud,
s00093,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",,,,valleys,128,135,LANDSCAPE,False,valley,
s00093,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",,,,rivers,178,184,LANDSCAPE,False,river,
s00093,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",,,,waters,223,229,LANDSCAPE,False,water,
s00093,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",,,,mist,235,239,WEATHER,False,mist,
s00093,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",,,,fountains,256,265,LANDSCAPE,False,fountain,
s00093,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",,,,channel,279,286,LANDSCAPE,False,channel,
s00093,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",,,,Mount Rosenberg,320,335,LANDSCAPE,False,Mount Rosenberg,
s00093,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",,,,Alpine brethren,85,100,LANDSCAPE,False,,
s00093,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"Mountains have fallen, Leaving a gap in the clouds, and with the shock Rocking their Alpine brethren; filling up The ripe green valleys with Destruction's splinters; Damming the rivers with a sudden dash, Which crushed the waters into mist, and made Their fountains find another channel--thus, Thus, in its old age, did Mount Rosenberg--Why stood I not beneath it?",,,,splinters,155,164,LANDSCAPE,False,splinter,
s00838,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"and again I hear These waters, rolling from their mountain-springs With a sweet inland murmur.--Once",band_3plus,3,mountain; spring; water,waters,23,29,LANDSCAPE,False,water,
s00838,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"and again I hear These waters, rolling from their mountain-springs With a sweet inland murmur.--Once",,,,mountain-springs,50,66,LANDSCAPE,False,,
s00019,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"How the lit lake shines, a phosphoric sea, And the big rain comes dancing to the earth!",band_3plus,3,lake; rain; sea,lake,12,16,LANDSCAPE,False,lake,
s00019,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"How the lit lake shines, a phosphoric sea, And the big rain comes dancing to the earth!",,,,rain,55,59,WEATHER,False,rain,
s00019,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"How the lit lake shines, a phosphoric sea, And the big rain comes dancing to the earth!",,,,earth,81,86,LANDSCAPE,False,earth,
s00019,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"How the lit lake shines, a phosphoric sea, And the big rain comes dancing to the earth!",,,,sea,38,41,LANDSCAPE,False,sea,
s00210,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The sea, or rather the vast river of ice, wound among its dependent mountains, whose aerial summits hung over its recesses.",band_3plus,4,mountain; recess; river; sea,sea,4,7,LANDSCAPE,False,sea,
s00210,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The sea, or rather the vast river of ice, wound among its dependent mountains, whose aerial summits hung over its recesses.",,,,river of ice,28,40,LANDSCAPE,False,,
s00210,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The sea, or rather the vast river of ice, wound among its dependent mountains, whose aerial summits hung over its recesses.",,,,mountains,68,77,LANDSCAPE,False,mountain,
s00210,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The sea, or rather the vast river of ice, wound among its dependent mountains, whose aerial summits hung over its recesses.",,,,summits,92,99,LANDSCAPE,False,summit,
s00683,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Sun's rim dips; the stars rush out: At one stride comes the dark; With far-heard whisper, o'er the sea.",band_3plus,3,sea; star; sun,Sun's rim,4,13,WEATHER,False,,
s00683,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Sun's rim dips; the stars rush out: At one stride comes the dark; With far-heard whisper, o'er the sea.",,,,stars,24,29,WEATHER,False,star,
s00683,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Sun's rim dips; the stars rush out: At one stride comes the dark; With far-heard whisper, o'er the sea.",,,,dark,64,68,WEATHER,False,dark,
s00683,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Sun's rim dips; the stars rush out: At one stride comes the dark; With far-heard whisper, o'er the sea.",,,,sea,103,106,LANDSCAPE,False,sea,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",band_3plus,9,blue; deep; eagle; mountain; steep; storm; vale; wind; wolf,sky,38,41,WEATHER,False,sky,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",,,,Mont Blanc,43,53,LANDSCAPE,False,Mont Blanc,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",,,,mountains,101,110,LANDSCAPE,False,mountain,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",,,,ice,149,152,WEATHER,False,ice,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",,,,rock,157,161,LANDSCAPE,False,rock,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",,,,vales,169,174,LANDSCAPE,False,vale,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",,,,floods,193,199,LANDSCAPE,False,flood,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",,,,deeps,214,219,LANDSCAPE,False,depth,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",,,,heaven,245,251,WEATHER,True,heaven,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",,,,steeps,296,302,LANDSCAPE,False,steep,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",,,,eagle,356,361,FAUNA,False,eagle,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",,,,desert,306,312,LANDSCAPE,False,desert,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",,,,storms,328,334,WEATHER,False,storm,
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",,,,wolf,397,401,FAUNA,False,wolf,
s00726,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And the coming wind did roar more loud, And the sails did sigh like sedge; And the rain poured down from one black cloud; The Moon was at its edge.",band_3plus,5,cloud; moon; rain; sedge; wind,wind,15,19,WEATHER,False,wind,
s00726,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And the coming wind did roar more loud, And the sails did sigh like sedge; And the rain poured down from one black cloud; The Moon was at its edge.",,,,sedge,68,73,FLORA,True,sedge,
s00726,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And the coming wind did roar more loud, And the sails did sigh like sedge; And the rain poured down from one black cloud; The Moon was at its edge.",,,,rain,83,87,WEATHER,False,rain,
s00726,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And the coming wind did roar more loud, And the sails did sigh like sedge; And the rain poured down from one black cloud; The Moon was at its edge.",,,,cloud,115,120,WEATHER,False,cloud,
s00726,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And the coming wind did roar more loud, And the sails did sigh like sedge; And the rain poured down from one black cloud; The Moon was at its edge.",,,,Moon,126,130,WEATHER,False,moon,
s00008,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All heaven and earth are still--though not in sleep, But breathless, as we grow when feeling most; And silent, as we stand in thoughts too deep: -- All heaven and earth are still: from the high host Of stars, to the lulled lake and mountain-coast, All is concentered in a life intense, Where not a beam, nor air, nor leaf is lost, But hath a part of being, and a sense Of that which is of all Creator and defence.",band_3plus,5,air; coast; lake; mountain; star,heaven,4,10,WEATHER,False,heaven,
s00008,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All heaven and earth are still--though not in sleep, But breathless, as we grow when feeling most; And silent, as we stand in thoughts too deep: -- All heaven and earth are still: from the high host Of stars, to the lulled lake and mountain-coast, All is concentered in a life intense, Where not a beam, nor air, nor leaf is lost, But hath a part of being, and a sense Of that which is of all Creator and defence.",,,,earth,15,20,LANDSCAPE,False,earth,
s00008,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All heaven and earth are still--though not in sleep, But breathless, as we grow when feeling most; And silent, as we stand in thoughts too deep: -- All heaven and earth are still: from the high host Of stars, to the lulled lake and mountain-coast, All is concentered in a life intense, Where not a beam, nor air, nor leaf is lost, But hath a part of being, and a sense Of that which is of all Creator and defence.",,,,heaven,152,158,WEATHER,False,heaven,
s00008,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All heaven and earth are still--though not in sleep, But breathless, as we grow when feeling most; And silent, as we stand in thoughts too deep: -- All heaven and earth are still: from the high host Of stars, to the lulled lake and mountain-coast, All is concentered in a life intense, Where not a beam, nor air, nor leaf is lost, But hath a part of being, and a sense Of that which is of all Creator and defence.",,,,earth,163,168,LANDSCAPE,False,earth,
s00008,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All heaven and earth are still--though not in sleep, But breathless, as we grow when feeling most; And silent, as we stand in thoughts too deep: -- All heaven and earth are still: from the high host Of stars, to the lulled lake and mountain-coast, All is concentered in a life intense, Where not a beam, nor air, nor leaf is lost, But hath a part of being, and a sense Of that which is of all Creator and defence.",,,,stars,202,207,WEATHER,True,star,
s00008,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All heaven and earth are still--though not in sleep, But breathless, as we grow when feeling most; And silent, as we stand in thoughts too deep: -- All heaven and earth are still: from the high host Of stars, to the lulled lake and mountain-coast, All is concentered in a life intense, Where not a beam, nor air, nor leaf is lost, But hath a part of being, and a sense Of that which is of all Creator and defence.",,,,lake,223,227,LANDSCAPE,False,lake,
s00008,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All heaven and earth are still--though not in sleep, But breathless, as we grow when feeling most; And silent, as we stand in thoughts too deep: -- All heaven and earth are still: from the high host Of stars, to the lulled lake and mountain-coast, All is concentered in a life intense, Where not a beam, nor air, nor leaf is lost, But hath a part of being, and a sense Of that which is of all Creator and defence.",,,,mountain-coast,232,246,LANDSCAPE,False,mountain-coast,
s00008,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All heaven and earth are still--though not in sleep, But breathless, as we grow when feeling most; And silent, as we stand in thoughts too deep: -- All heaven and earth are still: from the high host Of stars, to the lulled lake and mountain-coast, All is concentered in a life intense, Where not a beam, nor air, nor leaf is lost, But hath a part of being, and a sense Of that which is of all Creator and defence.",,,,beam,298,302,WEATHER,False,beam,
s00008,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All heaven and earth are still--though not in sleep, But breathless, as we grow when feeling most; And silent, as we stand in thoughts too deep: -- All heaven and earth are still: from the high host Of stars, to the lulled lake and mountain-coast, All is concentered in a life intense, Where not a beam, nor air, nor leaf is lost, But hath a part of being, and a sense Of that which is of all Creator and defence.",,,,air,308,311,WEATHER,False,air,
s00008,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All heaven and earth are still--though not in sleep, But breathless, as we grow when feeling most; And silent, as we stand in thoughts too deep: -- All heaven and earth are still: from the high host Of stars, to the lulled lake and mountain-coast, All is concentered in a life intense, Where not a beam, nor air, nor leaf is lost, But hath a part of being, and a sense Of that which is of all Creator and defence.",,,,leaf,317,321,FLORA,False,leaf,
s00545,Percy Shelley,Ode to the West Wind,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",band_3plus,6,air; bed; hill; spring; west wind; wind,West Wind,7,16,WEATHER,False,,
s00545,Percy Shelley,Ode to the West Wind,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",,,,hill,540,544,LANDSCAPE,False,hill,
s00545,Percy Shelley,Ode to the West Wind,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",,,,leaves,86,92,FLORA,False,leaf,
s00545,Percy Shelley,Ode to the West Wind,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",,,,seeds,285,290,FLORA,False,seed,
s00545,Percy Shelley,Ode to the West Wind,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",,,,azure sister of the Spring,370,396,NATURE,False,,
s00545,Percy Shelley,Ode to the West Wind,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",,,,earth,438,443,LANDSCAPE,False,earth,
s00545,Percy Shelley,Ode to the West Wind,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",,,,buds,469,473,FAUNA,False,bud,
s00545,Percy Shelley,Ode to the West Wind,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",,,,air,497,500,WEATHER,False,air,
s00545,Percy Shelley,Ode to the West Wind,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",,,,Wild Spirit,546,557,NATURE,False,,
s00545,Percy Shelley,Ode to the West Wind,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",,,,flocks,479,485,FAUNA,True,flock,
s00523,Percy Shelley,Mont Blanc,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",band_3plus,12,cavern; cloud; crag; mountain; pine; ravine; vale; waterfall; wind,Ravine of Arve,11,25,LANDSCAPE,False,Ravine of Arve,
s00523,Percy Shelley,Mont Blanc,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",,,,pines,94,99,FLORA,False,pine,
s00523,Percy Shelley,Mont Blanc,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",,,,crags,105,110,LANDSCAPE,False,crag,
