sentence_id,author,work,sentence_text,n_candidates,candidate_words,candidate_entity_types,band
s00414,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"About two o’clock the mist cleared away, and we beheld, stretched out in every direction, vast and irregular plains of ice, which seemed to have no end.",0,,,band_0
s00415,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Some of my comrades groaned, and my own mind began to grow watchful with anxious thoughts, when a strange sight suddenly attracted our attention and diverted our solicitude from our own situation.",0,,,band_0
s00416,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"We perceived a low carriage, fixed on a sledge and drawn by dogs, pass on towards the north, at the distance of half a mile; a being which had the shape of a man, but apparently of gigantic stature, sat in the sledge and guided the dogs.",2,dog,FAUNA,band_2
s00417,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),We watched the rapid progress of the traveller with our telescopes until he was lost among the distant inequalities of the ice.,0,,,band_0
s00418,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),This appearance excited our unqualified wonder.,0,,,band_0
s00419,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"We were, as we believed, many hundred miles from any land; but this apparition seemed to denote that it was not, in reality, so distant as we had supposed.",0,,,band_0
s00420,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Shut in, however, by ice, it was impossible to follow his track, which we had observed with the greatest attention.",0,,,band_0
s00421,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"About two hours after this occurrence we heard the ground sea, and before night the ice broke and freed our ship.",1,sea,LANDSCAPE,band_1
s00422,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"We, however, lay to until the morning, fearing to encounter in the dark those large loose masses which float about after the breaking up of the ice.",0,,,band_0
s00423,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),I profited of this time to rest for a few hours.,0,,,band_0
s00424,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"In the morning, however, as soon as it was light, I went upon deck and found all the sailors busy on one side of the vessel, apparently talking to someone in the sea.",1,sea,LANDSCAPE,band_1
s00425,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"It was, in fact, a sledge, like that we had seen before, which had drifted towards us in the night on a large fragment of ice.",0,,,band_0
s00426,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Only one dog remained alive; but there was a human being within it whom the sailors were persuading to enter the vessel.,2,dog; human being,FAUNA,band_2
s00427,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"He was not, as the other traveller seemed to be, a savage inhabitant of some undiscovered island, but a European.",0,,,band_0
s00428,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"When I appeared on deck the master said, “Here is our captain, and he will not allow you to perish on the open sea.”",1,sea,LANDSCAPE,band_1
s00429,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"On perceiving me, the stranger addressed me in English, although with a foreign accent.",0,,,band_0
s00430,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"“Before I come on board your vessel,” said he, “will you have the kindness to inform me whither you are bound?”",0,,,band_0
s00431,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),You may conceive my astonishment on hearing such a question addressed to me from a man on the brink of destruction and to whom I should have supposed that my vessel would have been a resource which he would not have exchanged for the most precious wealth the earth can afford.,0,,,band_0
s00432,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I replied, however, that we were on a voyage of discovery towards the northern pole.",0,,,band_0
s00433,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Upon hearing this he appeared satisfied and consented to come on board.,0,,,band_0
s00434,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Margaret, if you had seen the man who thus capitulated for his safety, your surprise would have been boundless.",0,,,band_0
s00435,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"His limbs were nearly frozen, and his body dreadfully emaciated by fatigue and suffering.",0,,,band_0
s00436,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),I never saw a man in so wretched a condition.,0,,,band_0
s00437,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"We attempted to carry him into the cabin, but as soon as he had quitted the fresh air he fainted.",1,air,WEATHER,band_1
s00438,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),We accordingly brought him back to the deck and restored him to animation by rubbing him with brandy and forcing him to swallow a small quantity.,0,,,band_0
s00439,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),As soon as he showed signs of life we wrapped him up in blankets and placed him near the chimney of the kitchen stove.,0,,,band_0
s00440,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"By slow degrees he recovered and ate a little soup, which restored him wonderfully.",0,,,band_0
s00441,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Two days passed in this manner before he was able to speak, and I often feared that his sufferings had deprived him of understanding.",0,,,band_0
s00442,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"When he had in some measure recovered, I removed him to my own cabin and attended on him as much as my duty would permit.",0,,,band_0
s00443,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I never saw a more interesting creature: his eyes have generally an expression of wildness, and even madness, but there are moments",1,creature,FAUNA,band_1
s00444,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"when, if anyone performs an act of kindness towards him or does him any the most trifling service, his whole countenance is lighted up, as it were, with a beam of benevolence and sweetness that I never saw equalled.",0,,,band_0
s00445,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"But he is generally melancholy and despairing, and sometimes he gnashes his teeth, as if impatient of the weight of woes that oppresses him.",0,,,band_0
s00446,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"When my guest was a little recovered I had great trouble to keep off the men, who wished to ask him a thousand questions; but I would not allow him to be tormented by their idle curiosity, in a state of body and mind whose restoration evidently depended upon entire repose.",0,,,band_0
s00447,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Once, however, the lieutenant asked why he had come so far upon the ice in so strange a vehicle.",0,,,band_0
s00448,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"His countenance instantly assumed an aspect of the deepest gloom, and he replied, “To seek one who fled from me.”",0,,,band_0
s00449,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),“And did the man whom you pursued travel in the same fashion?”,0,,,band_0
s00450,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"“Then I fancy we have seen him, for the day before we picked you up we saw some dogs drawing a sledge, with a man in it, across the ice.”",1,dog,FAUNA,band_1
s00451,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"This aroused the stranger’s attention, and he asked a multitude of questions concerning the route which the dæmon, as he called him, had pursued.",0,,,band_0
s00452,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Soon after, when he was alone with me, he said, “I have, doubtless, excited your curiosity, as well as that of these good people; but you are too considerate to make inquiries.”",0,,,band_0
s00453,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),“Certainly; it would indeed be very impertinent and inhuman in me to trouble you with any inquisitiveness of mine.”,0,,,band_0
s00454,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),“And yet you rescued me from a strange and perilous situation; you have benevolently restored me to life.”,0,,,band_0
s00455,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Soon after this he inquired if I thought that the breaking up of the ice had destroyed the other sledge.,0,,,band_0
s00456,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I replied that I could not answer with any degree of certainty, for the ice had not broken until near midnight, and the traveller might have arrived at a place of safety before that time; but of this I could not judge.",0,,,band_0
s00457,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),From this time a new spirit of life animated the decaying frame of the stranger.,0,,,band_0
s00458,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"He manifested the greatest eagerness to be upon deck to watch for the sledge which had before appeared; but I have persuaded him to remain in the cabin, for he is far too weak to sustain the rawness of the atmosphere.",1,atmosphere,WEATHER,band_1
s00459,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),I have promised that someone should watch for him and give him instant notice if any new object should appear in sight.,0,,,band_0
s00460,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Such is my journal of what relates to this strange occurrence up to the present day.,0,,,band_0
s00461,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),The stranger has gradually improved in health but is very silent and appears uneasy when anyone except myself enters his cabin.,0,,,band_0
s00462,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Yet his manners are so conciliating and gentle that the sailors are all interested in him, although they have had very little communication with him.",0,,,band_0
s00463,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"For my own part, I begin to love him as a brother, and his constant and deep grief fills me with sympathy and compassion.",0,,,band_0
s00464,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"He must have been a noble creature in his better days, being even now in wreck so attractive and amiable.",1,creature,FAUNA,band_1
s00465,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I said in one of my letters, my dear Margaret, that I should find no friend on the wide ocean; yet I have found a man who, before his spirit had been broken by misery, I should have been happy to have possessed as the brother of my heart.",1,ocean,LANDSCAPE,band_1
s00466,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I shall continue my journal concerning the stranger at intervals, should I have any fresh incidents to record.",0,,,band_0
s00467,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"August 13th, 17—.",0,,,band_0
s00468,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),My affection for my guest increases every day.,0,,,band_0
s00469,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),He excites at once my admiration and my pity to an astonishing degree.,0,,,band_0
s00470,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),How can I see so noble a creature destroyed by misery without feeling the most poignant grief?,1,creature,FAUNA,band_1
s00471,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"He is so gentle, yet so wise; his mind is so cultivated, and when he speaks, although his words are culled with the choicest art, yet they flow with rapidity and unparalleled eloquence.",0,,,band_0
s00472,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"He is now much recovered from his illness and is continually on the deck, apparently watching for the sledge that preceded his own.",0,,,band_0
s00473,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Yet, although unhappy, he is not so utterly occupied by his own misery but that he interests himself deeply in the projects of others.",0,,,band_0
s00474,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"He has frequently conversed with me on mine, which I have communicated to him without disguise.",0,,,band_0
s00475,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),He entered attentively into all my arguments in favour of my eventual success and into every minute detail of the measures I had taken to secure it.,0,,,band_0
s00476,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I was easily led by the sympathy which he evinced to use the language of my heart, to give utterance to the burning ardour of my soul and to say, with all the fervour that warmed me, how gladly I would sacrifice my fortune, my existence, my every hope, to the furtherance of my enterprise.",0,,,band_0
s00477,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"One man’s life or death were but a small price to pay for the acquirement of the knowledge which I sought, for the dominion I should acquire and transmit over the elemental foes of our race.",0,,,band_0
s00478,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"As I spoke, a dark gloom spread over my listener’s countenance.",0,,,band_0
s00479,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"At first I perceived that he tried to suppress his emotion; he placed his hands before his eyes, and my voice quivered and failed me as I beheld tears trickle fast from between his fingers; a groan burst from his heaving breast.",0,,,band_0
s00480,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I paused; at length he spoke, in broken accents: “Unhappy man!",0,,,band_0
s00481,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Do you share my madness?,0,,,band_0
s00482,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Have you drunk also of the intoxicating draught?,1,draught,WEATHER,band_1
s00483,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Hear me; let me reveal my tale, and you will dash the cup from your lips!”",0,,,band_0
s00484,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Such words, you may imagine, strongly excited my curiosity; but the paroxysm of grief that had seized the stranger overcame his weakened powers, and many hours of repose and tranquil conversation were necessary to restore his composure.",0,,,band_0
s00485,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Having conquered the violence of his feelings, he appeared to despise himself for being the slave of passion; and quelling the dark tyranny of despair, he led me again to converse concerning myself personally.",0,,,band_0
s00486,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),He asked me the history of my earlier years.,0,,,band_0
s00487,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"The tale was quickly told, but it awakened various trains of reflection.",0,,,band_0
s00488,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I spoke of my desire of finding a friend, of my thirst for a more intimate sympathy with a fellow mind than had ever fallen to my lot, and expressed my conviction that a man could boast of little happiness who did not enjoy this blessing.",0,,,band_0
s00489,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"“I agree with you,” replied the stranger; “we are unfashioned creatures, but half made up, if one wiser, better, dearer than ourselves—such a friend ought to be—do not lend his aid to perfectionate our weak and faulty natures.",1,creature,FAUNA,band_1
s00490,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I once had a friend, the most noble of human creatures, and am entitled, therefore, to judge respecting friendship.",1,creature,FAUNA,band_1
s00491,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"You have hope, and the world before you, and have no cause for despair.",0,,,band_0
s00492,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),But I—I have lost everything and cannot begin life anew.”,0,,,band_0
s00493,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"As he said this his countenance became expressive of a calm, settled grief that touched me to the heart.",0,,,band_0
s00494,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),But he was silent and presently retired to his cabin.,0,,,band_0
s00495,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Even broken in spirit as he is, no one can feel more deeply than he does the beauties of nature.",0,,,band_0
s00496,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"The starry sky, the sea, and every sight afforded by these wonderful regions seem still to have the power of elevating his soul from earth.",1,sea,LANDSCAPE,band_1
s00497,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Such a man has a double existence: he may suffer misery and be overwhelmed by disappointments, yet when he has retired into himself, he will be like a celestial spirit that has a halo around him, within whose circle no grief or folly ventures.",1,halo,WEATHER,band_1
s00498,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Will you smile at the enthusiasm I express concerning this divine wanderer?,0,,,band_0
s00499,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),You would not if you saw him.,0,,,band_0
s00500,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"You have been tutored and refined by books and retirement from the world, and you are therefore somewhat fastidious; but this only renders you the more fit to appreciate the extraordinary merits of this wonderful man.",0,,,band_0
s00501,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Sometimes I have endeavoured to discover what quality it is which he possesses that elevates him so immeasurably above any other person I ever knew.,0,,,band_0
s00502,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I believe it to be an intuitive discernment, a quick but never-failing power of judgment, a penetration into the causes of things, unequalled for clearness and precision; add to this a facility of expression and a voice whose varied intonations are soul-subduing music.",0,,,band_0
s00503,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"August 19th, 17—. Yesterday the stranger said to me, “You may easily perceive, Captain Walton, that I have suffered great and unparalleled misfortunes.",0,,,band_0
s00504,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I had determined at one time that the memory of these evils should die with me, but you have won me to alter my determination.",0,,,band_0
s00505,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"You seek for knowledge and wisdom, as I once did; and I ardently hope that the gratification of your wishes may not be a serpent to sting you, as mine has been.",1,serpent,FAUNA,band_1
s00506,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I do not know that the relation of my disasters will be useful to you; yet, when I reflect that you are pursuing the same course, exposing yourself to the same dangers which have rendered me what I am, I imagine that you may deduce an apt moral from my tale, one that may direct you if you succeed in your undertaking and console you in case of failure.",0,,,band_0
s00507,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Prepare to hear of occurrences which are usually deemed marvellous.,0,,,band_0
s00508,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Were we among the tamer scenes of nature I might fear to encounter your unbelief, perhaps your ridicule; but many things will appear possible in these wild and mysterious regions which would provoke the laughter of those unacquainted with the ever-varied powers of nature; nor can I doubt but that my tale conveys in its series internal evidence of the truth of the events of which it is composed.”",0,,,band_0
s00509,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"You may easily imagine that I was much gratified by the offered communication, yet I could not endure that he should renew his grief by a recital of his misfortunes.",0,,,band_0
s00510,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I felt the greatest eagerness to hear the promised narrative, partly from curiosity and partly from a strong desire to ameliorate his fate if it were in my power.",0,,,band_0
s00511,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),I expressed these feelings in my answer.,0,,,band_0
s00512,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"“I thank you,” he replied, “for your sympathy, but it is useless; my fate is nearly fulfilled.",0,,,band_0
s00513,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"but for one event, and then I shall repose in peace.",0,,,band_0
s00514,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I understand your feeling,” continued he, perceiving that I wished to interrupt him; “but you are mistaken, my friend, if thus you will allow me to name you; nothing can alter my destiny; listen to my history, and you will perceive how irrevocably it is determined.”",0,,,band_0
s00515,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),He then told me that he would commence his narrative the next day when I should be at leisure.,0,,,band_0
s00516,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),This promise drew from me the warmest thanks.,0,,,band_0
s00517,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I have resolved every night, when I am not imperatively occupied by my duties, to record, as nearly as possible in his own words, what he has related during the day.",0,,,band_0
s00518,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"If I should be engaged, I will at least make notes.",0,,,band_0
s00519,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"This manuscript will doubtless afford you the greatest pleasure; but to me, who know him, and who hear it from his own lips—with what interest and sympathy shall I read it in some future day!",0,,,band_0
s00520,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Even now, as I commence my task, his full-toned voice swells in my ears; his lustrous eyes dwell on me with all their melancholy sweetness; I see his thin hand raised in animation, while the lineaments of his face are irradiated by the soul within.",0,,,band_0
s00521,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Strange and harrowing must be his story, frightful the storm which embraced the gallant vessel on its course and wrecked it—thus!",1,storm,WEATHER,band_1
s00522,Percy Shelley,Mont Blanc,"The everlasting universe of things Flows through the mind, and rolls its rapid waves, Now dark—now glittering—now reflecting gloom— Now lending splendour, where from secret springs The source of human thought its tribute brings Of waters,—with a sound but half its own, Such as a feeble brook will oft assume In the wild woods, among the mountains lone, Where waterfalls around it leap for ever, Where woods and winds contend, and a vast river Over its rocks ceaselessly bursts and raves.",9,brook; mountain; river; spring; waterfall; wave; wind; wood,FLORA; LANDSCAPE; WEATHER,band_3plus
s00523,Percy Shelley,Mont Blanc,"Thus thou, Ravine of Arve—dark, deep Ravine— Thou many-coloured, many-voiced vale, Over whose pines, and crags, and caverns sail Fast cloud-shadows and sunbeams: awful scene, Where Power in likeness of the Arve comes down From the ice-gulfs that gird his secret throne, Bursting through these dark mountains like the flame Of lightning through the tempest;—thou dost lie, Thy giant brood of pines around thee clinging, Children of elder time, in whose devotion The chainless winds still come and ever came To drink their odours, and their mighty swinging To hear—an old and solemn harmony; Thine earthly rainbows stretched across the sweep Of the ethereal waterfall, whose veil Robes some unsculptured image; the strange sleep Which when the voices of the desert fail Wraps all in its own deep eternity;— Thy caverns echoing to the Arve’s commotion, A loud, lone sound no other sound can tame; Thou art pervaded with that ceaseless motion, Thou art the path of that unresting sound— Dizzy Ravine!",12,cavern; cloud; crag; mountain; pine; ravine; vale; waterfall; wind,FLORA; LANDSCAPE; WEATHER,band_3plus
s00524,Percy Shelley,Mont Blanc,"and when I gaze on thee I seem as in a trance sublime and strange To muse on my own separate fantasy, My own, my human mind, which passively Now renders and receives fast influencings, Holding an unremitting interchange With the clear universe of things around; One legion of wild thoughts, whose wandering wings Now float above thy darkness, and now rest Where that or thou art no unbidden guest, In the still cave of the witch Poesy, Seeking among the shadows that pass by Ghosts of all things that are, some shade of thee, Some phantom, some faint image; till the breast From which they fled recalls them, thou art there!",1,cave,LANDSCAPE,band_1
s00525,Percy Shelley,Mont Blanc,"Some say that gleams of a remoter world Visit the soul in sleep,—that death is slumber, And that its shapes the busy thoughts outnumber Of those who wake and live.—I look on high; Has some unknown omnipotence unfurled The veil of life and death?",0,,,band_0
s00526,Percy Shelley,Mont Blanc,"or do I lie In dream, and does the mightier world of sleep Spread far around and inaccessibly Its circles?",0,,,band_0
s00527,Percy Shelley,Mont Blanc,"For the very spirit fails, Driven like a homeless cloud from steep to steep That vanishes among the viewless gales!",2,cloud; gale,WEATHER,band_2
s00528,Percy Shelley,Mont Blanc,"Far, far above, piercing the infinite sky, Mont Blanc appears,—still, snowy, and serene— Its subject mountains their unearthly forms Pile around it, ice and rock; broad vales between Of frozen floods, unfathomable deeps, Blue as the overhanging heaven, that spread And wind among the accumulated steeps; A desert peopled by the storms alone, Save when the eagle brings some hunter’s bone, And the wolf tracts her there—how hideously Its shapes are heaped around!",9,blue; deep; eagle; mountain; steep; storm; vale; wind; wolf,FAUNA; LANDSCAPE; WEATHER,band_3plus
s00529,Percy Shelley,Mont Blanc,"rude, bare, and high, Ghastly, and scarred, and riven.—Is this the scene Where the old Earthquake-daemon taught her young Ruin? Were these their toys?",1,toy,FAUNA,band_1
s00530,Percy Shelley,Mont Blanc,or did a sea Of fire envelope once this silent snow?,2,sea; snow,LANDSCAPE; WEATHER,band_2
s00531,Percy Shelley,Mont Blanc,None can reply—all seems eternal now.,0,,,band_0
s00532,Percy Shelley,Mont Blanc,"The wilderness has a mysterious tongue Which teaches awful doubt, or faith so mild, So solemn, so serene, that man may be, But for such faith, with nature reconciled; Thou hast a voice, great Mountain, to repeal Large codes of fraud and woe; not understood By all, but which the wise, and great, and good Interpret, or make felt, or deeply feel.",1,mountain,LANDSCAPE,band_1
s00533,Percy Shelley,Mont Blanc,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",6,hurricane; lake; lightning; ocean; rain; stream,LANDSCAPE; WEATHER,band_3plus
s00534,Percy Shelley,Mont Blanc,"Power dwells apart in its tranquillity, Remote, serene, and inaccessible: And THIS, the naked countenance of earth, On which I gaze, even these primaeval mountains Teach the adverting mind.",1,mountain,LANDSCAPE,band_1
s00535,Percy Shelley,Mont Blanc,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",8,fountain; frost; glacier; precipice; prey; snake; sun; wall,FAUNA; LANDSCAPE; WEATHER,band_3plus
s00536,Percy Shelley,Mont Blanc,"Yet not a city, but a flood of ruin Is there, that from the boundaries of the sky Rolls its perpetual stream; vast pines are strewing Its destined path, or in the mangled soil Branchless and shattered stand; the rocks, drawn down From yon remotest waste, have overthrown The limits of the dead and living world, Never to be reclaimed.",2,pine; stream,FLORA; LANDSCAPE,band_2
s00537,Percy Shelley,Mont Blanc,"The dwelling-place Of insects, beasts, and birds, becomes its spoil; Their food and their retreat for ever gone, So much of life and joy is lost.",3,beast; bird; insect,FAUNA,band_3plus
s00538,Percy Shelley,Mont Blanc,"The race Of man flies far in dread; his work and dwelling Vanish, like smoke before the tempest’s stream, And their place is not known.",2,stream; tempest,LANDSCAPE; WEATHER,band_2
s00539,Percy Shelley,Mont Blanc,"Below, vast caves Shine in the rushing torrents’ restless gleam, Which from those secret chasms in tumult welling Meet in the vale, and one majestic River, The breath and blood of distant lands, for ever Rolls its loud waters to the ocean waves, Breathes its swift vapours to the circling air.",8,air; cave; ocean; river; torrent; vale; water; wave,LANDSCAPE; WEATHER,band_3plus
s00540,Percy Shelley,Mont Blanc,"Mont Blanc yet gleams on high—the power is there, The still and solemn power of many sights, And many sounds, and much of life and death.",0,,,band_0
s00541,Percy Shelley,Mont Blanc,"In the calm darkness of the moonless nights, In the lone glare of day, the snows descend Upon that Mountain; none beholds them there, Nor when the flakes burn in the sinking sun, Or the star-beams dart through them:—Winds contend Silently there, and heap the snow with breath Rapid and strong, but silently!",6,mountain; rapid; snow; star; sun,LANDSCAPE; WEATHER,band_3plus
s00542,Percy Shelley,Mont Blanc,"Its home The voiceless lightning in these solitudes Keeps innocently, and like vapour broods Over the snow.",2,lightning; snow,WEATHER,band_2
s00543,Percy Shelley,Mont Blanc,"The secret strength of things Which governs thought, and to the infinite dome Of heaven is as a law, inhabits thee!",0,,,band_0
s00544,Percy Shelley,Mont Blanc,"And what were thou, and earth, and stars, and sea, If to the human mind’s imaginings Silence and solitude were vacancy?",2,sea; star,LANDSCAPE; WEATHER,band_2
s00545,Percy Shelley,Ode to the West Wind,"O wild West Wind, thou breath of Autumn’s being, Thou, from whose unseen presence the leaves dead Are driven, like ghosts from an enchanter fleeing, Yellow, and black, and pale, and hectic red, Pestilence-stricken multitudes: O thou, Who chariotest to their dark wintry bed The winged seeds, where they lie cold and low, Each like a corpse within its grave, until Thine azure sister of the Spring shall blow Her clarion o’er the dreaming earth, and fill (Driving sweet buds like flocks to feed in air) With living hues and odours plain and hill: Wild Spirit, which art moving everywhere; Destroyer and preserver; hear, oh, hear!",6,air; bed; hill; spring; west wind; wind,LANDSCAPE; WEATHER,band_3plus
s00546,Percy Shelley,Ode to the West Wind,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",6,cloud; lightning; ocean; rain; storm; stream,LANDSCAPE; WEATHER,band_3plus
s00547,Percy Shelley,Ode to the West Wind,"Thou dirge Of the dying year, to which this closing night Will be the dome of a vast sepulchre, Vaulted with all thy congregated might Of vapours, from whose solid atmosphere Black rain, and fire, and hail will burst: oh, hear!",3,atmosphere; hail; rain,WEATHER,band_3plus
s00548,Percy Shelley,Ode to the West Wind,"Thou who didst waken from his summer dreams The blue Mediterranean, where he lay, Lulled by the coil of his crystalline streams, Beside a pumice isle in Baiae’s bay, And saw in sleep old palaces and towers Quivering within the wave’s intenser day, All overgrown with azure moss and flowers So sweet, the sense faints picturing them!",5,bay; blue; flower; stream; wave,FAUNA; FLORA; LANDSCAPE; WEATHER,band_3plus
s00549,Percy Shelley,Ode to the West Wind,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",3,ocean; sea; wood,FLORA; LANDSCAPE,band_3plus
