sentence_id,author,work,sentence_text,band,n_candidates,candidate_words,target_span,start_char,end_char,entity_type,is_figurative,lemma
s00033,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"A populous solitude of bees and birds, And fairy-formed and many coloured things, Who worship him with notes more sweet than words, And innocently open their glad wings, Fearless and full of life: the gush of springs, And fall of lofty fountains, and the bend Of stirring branches, and the bud which brings The swiftest thought of beauty, here extend, Mingling, and made by Love, unto one mighty end.",band_3plus,6,bee; bird; branch; fall; fountain; spring,,,,,,
s00194,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"I looked on the valley beneath; vast mists were rising from the rivers which ran through it and curling in thick wreaths around the opposite mountains, whose summits were hid in the uniform clouds, while rain poured from the dark sky and added to the melancholy impression I received from the objects around me.",band_3plus,5,cloud; mountain; rain; river; valley,,,,,,
s00641,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"All in a hot and copper sky, The bloody Sun, at noon, Right up above the mast did stand, No bigger than the Moon.",band_3plus,3,copper; moon; sun,,,,,,
s00302,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"There—for with your leave, my sister, I will put some trust in preceding navigators—there snow and frost are banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe.",band_3plus,3,frost; sea; snow,,,,,,
s00643,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Water, water, every where, And all the boards did shrink; Water, water, every where, Nor any drop to drink.",band_3plus,5,drop; water,,,,,,
s00192,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The path, as you ascend higher, is intersected by ravines of snow, down which stones continually roll from above; one of them is particularly dangerous, as the slightest sound, such as even speaking in a loud voice, produces a concussion of air sufficient to draw destruction upon the head of the speaker.",band_3plus,3,air; ravine; snow,,,,,,
s00568,Percy Shelley,The Cloud,"Over the lakes and the plains, Wherever he dream, under mountain or stream, The Spirit he loves remains; And I all the while bask in Heaven’s blue smile, Whilst he is dissolving in rains.",band_3plus,4,lake; mountain; rain; stream,,,,,,
s00548,Percy Shelley,Ode to the West Wind,"Thou who didst waken from his summer dreams The blue Mediterranean, where he lay, Lulled by the coil of his crystalline streams, Beside a pumice isle in Baiae’s bay, And saw in sleep old palaces and towers Quivering within the wave’s intenser day, All overgrown with azure moss and flowers So sweet, the sense faints picturing them!",band_3plus,5,bay; blue; flower; stream; wave,,,,,,
s00634,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And the good south wind still blew behind But no sweet bird did follow, Nor any day for food or play Came to the mariners' hollo!",band_3plus,3,bird; south wind; wind,,,,,,
s00563,Percy Shelley,The Cloud,"I bring fresh showers for the thirsting flowers, From the seas and the streams; I bear light shade for the leaves when laid In their noonday dreams.",band_3plus,4,flower; sea; shower; stream,,,,,,
s00533,Percy Shelley,Mont Blanc,"The fields, the lakes, the forests, and the streams, Ocean, and all the living things that dwell Within the daedal earth; lightning, and rain, Earthquake, and fiery flood, and hurricane, The torpor of the year when feeble dreams Visit the hidden buds, or dreamless sleep Holds every future leaf and flower;—the bound With which from that detested trance they leap; The works and ways of man, their death and birth, And that of him and all that his may be; All things that move and breathe with toil and sound Are born and die; revolve, subside, and swell.",band_3plus,6,hurricane; lake; lightning; ocean; rain; stream,,,,,,
s00106,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"It is not noon--the Sunbow's raysstill arch The torrent with the many hues of heaven, And roll the sheeted silver's waving column O'er the crag's headlong perpendicular, And fling its lines of foaming light along, And to and fro, like the pale courser's tail, The Giant steed, to be bestrode by Death, As told in the Apocalypse.",band_3plus,5,courser; crag; giant; steed; torrent,,,,,,
s00586,Percy Shelley,To a Skylark,"All the earth and air With thy voice is loud, As, when night is bare, From one lonely cloud The moon rains out her beams, and Heaven is overflowed.",band_3plus,3,air; cloud; moon,,,,,,
s00124,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"In these my early strength exulted; or To follow through the night the moving moon,70 The stars and their development; or catch The dazzling lightnings till my eyes grew dim; Or to look, list'ning, on the scattered leaves, While Autumn winds were at their evening song.",band_3plus,3,lightning; star; wind,,,,,,
s00541,Percy Shelley,Mont Blanc,"In the calm darkness of the moonless nights, In the lone glare of day, the snows descend Upon that Mountain; none beholds them there, Nor when the flakes burn in the sinking sun, Or the star-beams dart through them:—Winds contend Silently there, and heap the snow with breath Rapid and strong, but silently!",band_3plus,6,mountain; rapid; snow; star; sun,,,,,,
s00178,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"They congregated round me; the unstained snowy mountain-top, the glittering pinnacle, the pine woods, and ragged bare ravine, the eagle, soaring amidst the clouds—they all gathered round me and bade me be at peace.",band_3plus,6,cloud; eagle; mountain; pine; ravine; wood,,,,,,
s00181,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The rain was pouring in torrents, and thick mists hid the summits of the mountains, so that I even saw not the faces of those mighty friends.",band_3plus,3,mountain; rain; torrent,,,,,,
s00539,Percy Shelley,Mont Blanc,"Below, vast caves Shine in the rushing torrents’ restless gleam, Which from those secret chasms in tumult welling Meet in the vale, and one majestic River, The breath and blood of distant lands, for ever Rolls its loud waters to the ocean waves, Breathes its swift vapours to the circling air.",band_3plus,8,air; cave; ocean; river; torrent; vale; water; wave,,,,,,
s00727,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The thick black cloud was cleft, and still The Moon was at its side: Like waters shot from some high crag, The lightning fell with never a jag, A river steep and wide.",band_3plus,6,cloud; crag; lightning; moon; river; water,,,,,,
s00173,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"The abrupt sides of vast mountains were before me; the icy wall of the glacier overhung me; a few shattered pines were scattered around; and the solemn silence of this glorious presence-chamber of imperial Nature was broken only by the brawling waves or the fall of some vast fragment, the thunder sound of the avalanche or the cracking, reverberated along the mountains, of the accumulated ice, which, through the silent working of immutable laws, was ever and anon rent and torn, as if it had been but a plaything in their hands.",band_3plus,6,fall; mountain; pine; wall; wave,,,,,,
s00341,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Your affectionate brother, R. Walton Archangel, 28th March, 17—. How slowly the time passes here, encompassed as I am by frost and snow!",band_3plus,3,archangel; frost; snow,,,,,,
s00808,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I never saw aught like to them, Unless perchance it were ""Brown skeletons of leaves that lag My forest-brook along; When the ivy-tod is heavy with snow, And the owlet whoops to the wolf below, That eats the she-wolf's young.""",band_3plus,6,brook; ivy; owlet; snow; wolf,,,,,,
s00579,Percy Shelley,The Cloud,"For after the rain when with never a stain The pavilion of Heaven is bare, And the winds and sunbeams with their convex gleams Build up the blue dome of air, I silently laugh at my own cenotaph, And out of the caverns of rain, Like a child from the womb, like a ghost from the tomb, I arise and unbuild it again.",band_3plus,5,air; cavern; rain; wind,,,,,,
s00575,Percy Shelley,The Cloud,"I bind the Sun’s throne with a burning zone, And the Moon’s with a girdle of pearl; The volcanoes are dim, and the stars reel and swim, When the whirlwinds my banner unfurl.",band_3plus,5,moon; star; sun; volcano; whirlwind,,,,,,
s00032,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",band_3plus,8,black pine; pine; shore; torrent; tree; vine; water; wood,,,,,,
s00590,Percy Shelley,To a Skylark,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",band_3plus,7,bird; flower; grass; rain; rose; shower; wind,,,,,,
s00005,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",band_3plus,4,bird; brake; flower; shore,,,,,,
s00669,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Almost upon the western wave Rested the broad bright Sun; When that strange shape drove suddenly Betwixt us and the Sun.,band_3plus,3,sun; wave,,,,,,
s00546,Percy Shelley,Ode to the West Wind,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",band_3plus,6,cloud; lightning; ocean; rain; storm; stream,,,,,,
s00535,Percy Shelley,Mont Blanc,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",band_3plus,8,fountain; frost; glacier; precipice; prey; snake; sun; wall,,,,,,
s00738,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",band_3plus,3,air; bird; sea,,,,,,
s00091,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",band_3plus,6,cloud; glacier; ocean; rise; shore; wave,,,,,,
s00172,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"I stood beside the sources of the Arveiron, which take their rise in a glacier, that with slow pace is advancing down from the summit of the hills to barricade the valley.",band_3plus,4,glacier; hill; rise; valley,,,,,,
s00687,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The stars were dim, and thick the night, The steersman's face by his lamp gleamed white; From the sails the dew did drip-- Till clombe above the eastern bar The horned Moon, with one bright star Within the nether tip.",band_3plus,5,bar; dew; moon; star,,,,,,
s00628,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And a good south wind sprung up behind; The Albatross did follow, And every day, for food or play, Came to the mariners' hollo!",band_3plus,3,albatross; south wind; wind,,,,,,
s00757,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Still as a slave before his lord, The OCEAN hath no blast; His great bright eye most silently Up to the Moon is cast--",band_3plus,3,blast; moon; ocean,,,,,,
s00006,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"There seems a floating whisper on the hill, But that is fancy, for the starlight dews All silently their tears of love instil, Weeping themselves away, till they infuse Deep into Nature's breast the spirit of her hues.",band_3plus,3,deep; dew; hill,,,,,,
s00567,Percy Shelley,The Cloud,"Sublime on the towers of my skiey bowers, Lightning my pilot sits; In a cavern under is fettered the thunder, It struggles and howls at fits; Over earth and ocean, with gentle motion, This pilot is guiding me, Lured by the love of the genii that move In the depths of the purple sea; Over the rills, and the crags, and the hills.",band_3plus,7,cavern; crag; hill; lightning; ocean; rill; sea,,,,,,
s00566,Percy Shelley,The Cloud,"I sift the snow on the mountains below, And their great pines groan aghast; And all the night ’tis my pillow white, While I sleep in the arms of the blast.",band_3plus,4,blast; mountain; pine; snow,,,,,,
s00859,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Therefore let the moon Shine on thee in thy solitary walk; And let the misty mountain winds be free To blow against thee: and in after years, When these wild ecstasies shall be matured Into a sober pleasure, when thy mind Shall be a mansion for all lovely forms, Thy memory be as a dwelling-place For all sweet sounds and harmonies; Oh!",band_3plus,3,moon; mountain; wind,,,,,,
s00522,Percy Shelley,Mont Blanc,"The everlasting universe of things Flows through the mind, and rolls its rapid waves, Now dark—now glittering—now reflecting gloom— Now lending splendour, where from secret springs The source of human thought its tribute brings Of waters,—with a sound but half its own, Such as a feeble brook will oft assume In the wild woods, among the mountains lone, Where waterfalls around it leap for ever, Where woods and winds contend, and a vast river Over its rocks ceaselessly bursts and raves.",band_3plus,9,brook; mountain; river; spring; waterfall; wave; wind; wood,,,,,,
s00550,Percy Shelley,Ode to the West Wind,"If I were a dead leaf thou mightest bear; If I were a swift cloud to fly with thee; A wave to pant beneath thy power, and share The impulse of thy strength, only less free Than thou, O uncontrollable!",band_3plus,3,bear; cloud; wave,,,,,,
s00711,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Beyond the shadow of the ship, I watched the water-snakes: They moved in tracks of shining white, And when they reared, the elfish light Fell off in hoary flakes.",band_3plus,3,snake; water; water snake,,,,,,
s00537,Percy Shelley,Mont Blanc,"The dwelling-place Of insects, beasts, and birds, becomes its spoil; Their food and their retreat for ever gone, So much of life and joy is lost.",band_3plus,3,beast; bird; insect,,,,,,
s00127,Lord Byron,Manfred - Act II Scene II (Witch of the Alps),"Then I passed-- The nights of years in sciences untaught, Save in the old-time; and with time and toil, And terrible ordeal, and such penance As in itself hath power upon the air, And spirits that do compass air and earth, Space, and the peopled Infinite, I made Mine eyes familiar with Eternity, 90 Such as, before me, did the Magi, and He who from out their fountain-dwellings raised Eros and Anteros,at Gadara, As I do thee;--and with my knowledge grew The thirst of knowledge, and the power and joy Of this most bright intelligence, until---- _",band_3plus,3,air; fountain,,,,,,
s00011,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Come, and compare Columns and idol-dwellings, Goth or Greek, With Nature's realms of worship, earth and air, Nor fix on fond abodes to circumscribe thy prayer!",band_1,1,air,,,,,,
s00858,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And this prayer I make, Knowing that Nature never did betray The heart that loved her; ’tis her privilege, Through all the years of this our life, to lead From joy to joy: for she can so inform The mind that is within us, so impress With quietness and beauty, and so feed With lofty thoughts, that neither evil tongues, Rash judgments, nor the sneers of selfish men, Nor greetings where no kindness is, nor all The dreary intercourse of daily life, Shall e’er prevail against us, or disturb Our chearful faith that all which we behold Is full of blessings.",band_0,0,,,,,,,
s00875,William Wordsworth,The Tables Turned,"And he is no mean preacher; Come forth into the light of things, Let Nature be your teacher.",band_0,0,,,,,,,
